"id","first_name","last_name","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier"
"0508","Tennessee","Titans","TEN","DST",NA,49,"DST","average",6.12657142857143,25,0.336738095238094,0.671278098640411,5.36,7.025,17
"0508","Tennessee","Titans","TEN","DST",NA,49,"DST","robust",6.11,24,0.166250000000001,0.59304,5.36,7.025,17
"0508","Tennessee","Titans","TEN","DST",NA,49,"DST","weighted",6.17090687693969,24,0.186889454603294,0.685977958392158,5.3,7.00056574923547,17
"0509","Jacksonville","Jaguars","JAC","DST",NA,49,"DST","average",7.96842857142857,5,0.310285714285714,0.972725674635577,6.963,9.3,4
"0509","Jacksonville","Jaguars","JAC","DST",NA,49,"DST","robust",7.9275,5,0.29125,0.311346,6.963,9.3,4
"0509","Jacksonville","Jaguars","JAC","DST",NA,49,"DST","weighted",7.95332869584239,5,0.305360919705236,1.05717140323185,6.9,9.275,4
"0510","Pittsburgh","Steelers","PIT","DST",NA,49,"DST","average",7.49492857142857,7,0.0806071428571435,1.0315112583925,6.475,8.91,6
"0510","Pittsburgh","Steelers","PIT","DST",NA,49,"DST","robust",7.3775,8,0.0524999999999993,0.518909999999999,6.475,8.91,6
"0510","Pittsburgh","Steelers","PIT","DST",NA,49,"DST","weighted",7.51768582639487,8,0.221549223439015,1.09239873905054,6.4,8.90625,6
"0511","Denver","Broncos","DEN","DST",NA,49,"DST","average",6.13342857142857,24,0.150392857142857,0.468823248245262,5.459,6.68,17
"0511","Denver","Broncos","DEN","DST",NA,49,"DST","robust",6.185,23,0.105,0.29652,5.459,6.68,17
"0511","Denver","Broncos","DEN","DST",NA,49,"DST","weighted",6.1551387706274,25,0.390435054018806,0.495717480349924,5.3,6.675,17
"0512","Kansas City","Chiefs","KCC","DST",NA,49,"DST","average",6.62283333333333,20,0.0720000000000001,0.638360530317051,5.675,7.225,15
"0512","Kansas City","Chiefs","KCC","DST",NA,49,"DST","robust",6.6175,21,0.365,0.59304,5.675,7.225,15
"0512","Kansas City","Chiefs","KCC","DST",NA,49,"DST","weighted",6.7007982836495,19,0.0477003283577817,0.665205189595255,5.5,7.22100917431193,15
"0513","Oakland","Raiders","OAK","DST",NA,49,"DST","average",5.12133333333333,30,0.282666666666667,0.725920105796774,4.4625,6.0975,21
"0513","Oakland","Raiders","OAK","DST",NA,49,"DST","robust",5.025,31,NA,0.363237000000001,4.4625,6.0975,21
"0513","Oakland","Raiders","OAK","DST",NA,49,"DST","weighted",5.14467042915932,31,NA,0.787707308276382,4.45,6.0867247706422,21
"0514","Los Angeles","Chargers","LAC","DST",NA,49,"DST","average",6.77485714285714,16,0.0473452380952386,0.684755778500975,5.765,7.4,11
"0514","Los Angeles","Chargers","LAC","DST",NA,49,"DST","robust",6.9,15,0.140000000000001,0.7413,5.765,7.4,11
"0514","Los Angeles","Chargers","LAC","DST",NA,49,"DST","weighted",6.80484574737159,16,0.0594552144262677,0.731771522234641,5.75,7.33786962365591,11
"0515","Seattle","Seahawks","SEA","DST",NA,49,"DST","average",6.20671428571429,23,0.076714285714286,0.650505298100748,5.433,6.97,17
"0515","Seattle","Seahawks","SEA","DST",NA,49,"DST","robust",6.05,25,0.26,0.800604,5.433,6.97,17
"0515","Seattle","Seahawks","SEA","DST",NA,49,"DST","weighted",6.24482236714381,23,0.0817995433602663,0.671548669120511,5.4,6.967125382263,17
"0516","Dallas","Cowboys","DAL","DST",NA,49,"DST","average",6.67207142857143,19,0.0616547619047623,1.07769319337538,4.96,7.485,14
"0516","Dallas","Cowboys","DAL","DST",NA,49,"DST","robust",6.7475,18,0.103749999999999,0.481844999999999,4.96,7.485,14
"0516","Dallas","Cowboys","DAL","DST",NA,49,"DST","weighted",6.62644019523399,22,0.418575573192241,1.12823989230665,4.3,7.5021875,14
"0517","New York","Giants","NYG","DST",NA,49,"DST","average",5.54416666666667,28,0.238035714285714,0.837833018367423,4.6475,6.62375,20
"0517","New York","Giants","NYG","DST",NA,49,"DST","robust",5.3875,29,0.3525,0.533736,4.6475,6.62375,20
"0517","New York","Giants","NYG","DST",NA,49,"DST","weighted",5.56173625987583,28,0.217683481256063,0.909669513457409,4.53,6.61437155963303,20
"0518","Philadelphia","Eagles","PHI","DST",NA,49,"DST","average",8.49592857142857,2,0.432130952380952,1.0319739522368,7.3835,9.87,2
"0518","Philadelphia","Eagles","PHI","DST",NA,49,"DST","robust",8.4275,2,0.456250000000001,0.0741299999999984,7.3835,9.87,2
"0518","Philadelphia","Eagles","PHI","DST",NA,49,"DST","weighted",8.5179816154656,2,0.435809598671229,1.10015121337804,7.055,9.84375,2
"0519","Arizona","Cardinals","ARI","DST",NA,49,"DST","average",5.8395,26,0.197333333333334,0.174997619031422,5.4775,5.87125,18
"0519","Arizona","Cardinals","ARI","DST",NA,49,"DST","robust",5.7425,27,0.285,0.0444780000000004,5.4775,5.87125,18
"0519","Arizona","Cardinals","ARI","DST",NA,49,"DST","weighted",5.8128960740454,26,0.173772264521587,0.186494699900381,5.39,5.87013829787234,18
"0520","Washington","Redskins","WAS","DST",NA,49,"DST","average",7.05616666666667,13,0.189107142857144,1.0412704579823,5.69125,8.25,10
"0520","Washington","Redskins","WAS","DST",NA,49,"DST","robust",6.9925,13,0.0849999999999991,1.0267005,5.69125,8.25,10
"0520","Washington","Redskins","WAS","DST",NA,49,"DST","weighted",6.9999692447771,13,0.125589213445229,1.1965235112257,5.45,8.24982558139535,10
"0521","Chicago","Bears","CHI","DST",NA,49,"DST","average",7.48857142857143,8,0.163821428571429,0.977068014399154,5.955,8.423,6
"0521","Chicago","Bears","CHI","DST",NA,49,"DST","robust",7.455,7,0.0949999999999998,0.0889559999999994,5.955,8.423,6
"0521","Chicago","Bears","CHI","DST",NA,49,"DST","weighted",7.51954539873946,7,0.107538091820133,1.05738157535759,5.52,8.4570625,6
"0522","Detroit","Lions","DET","DST",NA,49,"DST","average",6.78033333333333,15,0.0134761904761902,0.371075014877945,6.3625,7.225,13
"0522","Detroit","Lions","DET","DST",NA,49,"DST","robust",6.765,16,0.0137499999999999,0.378063,6.3625,7.225,13
"0522","Detroit","Lions","DET","DST",NA,49,"DST","weighted",6.75935393957643,17,0.0432412345945785,0.411159081603472,6.33,7.22491279069768,13
"0523","Green Bay","Packers","GBP","DST",NA,49,"DST","average",7.82135714285714,6,0.329607142857143,0.711605328013459,6.9295,8.69,5
"0523","Green Bay","Packers","GBP","DST",NA,49,"DST","robust",7.9375,4,0.0649999999999995,0.785777999999999,6.9295,8.69,5
"0523","Green Bay","Packers","GBP","DST",NA,49,"DST","weighted",7.77639015353486,6,0.257774540967694,0.73993002085054,6.82,8.68125,5
"0524","Minnesota","Vikings","MIN","DST",NA,49,"DST","average",6.75885714285714,17,0.0747380952380956,0.649992673951388,5.801,7.468,14
"0524","Minnesota","Vikings","MIN","DST",NA,49,"DST","robust",6.755,17,0.05375,0.681996000000001,5.801,7.468,14
"0524","Minnesota","Vikings","MIN","DST",NA,49,"DST","weighted",6.73142712631421,18,0.0542586816403423,0.710908595322354,5.75,7.4625,14
"0525","Tampa Bay","Buccaneers","TBB","DST",NA,49,"DST","average",6.50366666666667,22,0.333595238095238,1.0634926735369,5.1875,7.675,16
"0525","Tampa Bay","Buccaneers","TBB","DST",NA,49,"DST","robust",6.32,22,0.1725,1.386231,5.1875,7.675,16
"0525","Tampa Bay","Buccaneers","TBB","DST",NA,49,"DST","weighted",6.65265730488522,21,0.217026023696315,1.08329437681399,5.05,7.67497093023256,16
"0526","Atlanta","Falcons","ATL","DST",NA,49,"DST","average",4.587,32,NA,0.685519267903293,3.6525,5.34,22
"0526","Atlanta","Falcons","ATL","DST",NA,49,"DST","robust",4.695,32,NA,0.289107,3.6525,5.34,22
"0526","Atlanta","Falcons","ATL","DST",NA,49,"DST","weighted",4.57254209288654,32,NA,0.760705437062539,3.4,5.33157446808511,22
"0527","Carolina","Panthers","CAR","DST",NA,49,"DST","average",8.67964285714286,1,0.369964285714287,0.635652083634256,7.8825,9.45,1
"0527","Carolina","Panthers","CAR","DST",NA,49,"DST","robust",8.7325,1,0.516250000000001,0.7413,7.8825,9.45,1
"0527","Carolina","Panthers","CAR","DST",NA,49,"DST","weighted",8.675191582243,1,0.366734379229728,0.67770682216524,7.86,9.44375,1
"0528","Los Angeles","Rams","LAR","DST",NA,49,"DST","average",7.34007142857143,9,0.0529285714285717,0.519845444064181,6.677,7.91,7
"0528","Los Angeles","Rams","LAR","DST",NA,49,"DST","robust",7.3425,9,0.0899999999999999,0.667169999999999,6.677,7.91,7
"0528","Los Angeles","Rams","LAR","DST",NA,49,"DST","weighted",7.25015813543333,11,0.181348043758585,0.517418538242338,6.65,7.8625,7
"0529","New Orleans","Saints","NOS","DST",NA,49,"DST","average",7.30942857142857,10,0.103928571428571,0.556010448685651,6.522,7.93,7
"0529","New Orleans","Saints","NOS","DST",NA,49,"DST","robust",7.3075,10,0.127500000000001,0.0296520000000007,6.522,7.93,7
"0529","New Orleans","Saints","NOS","DST",NA,49,"DST","weighted",7.28594441846793,10,0.0920398814650758,0.618732212449537,6.3,7.91875,7
"0530","San Francisco","49ers","SFO","DST",NA,49,"DST","average",6.69616666666667,18,0.0487142857142855,1.06169871746493,5.5025,8.05,12
"0530","San Francisco","49ers","SFO","DST",NA,49,"DST","robust",6.6325,20,0.16375,0.81543,5.5025,8.05,12
"0530","San Francisco","49ers","SFO","DST",NA,49,"DST","weighted",6.81967656185028,15,0.0375767183762639,1.11640146393694,5.37,8.04959302325581,12
"0531","Baltimore","Ravens","BAL","DST",NA,49,"DST","average",7.26485714285714,11,0.163702380952381,0.949804491160455,6.206,8.61,7
"0531","Baltimore","Ravens","BAL","DST",NA,49,"DST","robust",6.915,14,0.0825000000000005,0.59304,6.206,8.61,7
"0531","Baltimore","Ravens","BAL","DST",NA,49,"DST","weighted",7.30632878744377,9,0.0382775104931428,1.00364381815108,6.08,8.59375,7
"0532","Houston","Texans","HOU","DST",NA,49,"DST","average",5.09033333333333,31,NA,0.595060221042095,4.355,5.7825,21
"0532","Houston","Texans","HOU","DST",NA,49,"DST","robust",5.045,30,0.185,0.429954000000001,4.355,5.7825,21
"0532","Houston","Texans","HOU","DST",NA,49,"DST","weighted",5.17971054472979,30,0.321104283706858,0.657675909397083,4.24,5.8057825,21
"4397","Roosevelt","Nix","PIT","RB",27,5,"RB","average",0,169,NA,NA,0,0,NA
"4397","Roosevelt","Nix","PIT","RB",27,5,"RB","robust",0,169,NA,0,0,0,NA
"4397","Roosevelt","Nix","PIT","RB",27,5,"RB","weighted",0,127,NA,NA,0,0,NA
"4925","Drew","Brees","NOS","QB",40,18,"QB","average",19.2752948140628,9,0.710057482167404,0.743053990125495,18.5016,20.282,5
"4925","Drew","Brees","NOS","QB",40,18,"QB","robust",18.9683544918246,9,0.411504491824605,0.555891236287621,18.5016,20.282,5
"4925","Drew","Brees","NOS","QB",40,18,"QB","weighted",19.3992458747497,4,0.844287837230645,0.827623097320216,18.484,20.3004525,5
"5848","Tom","Brady","NEP","QB",42,19,"QB","average",17.9310795032719,14,0.741708777391636,3.21471950516875,14.9804,22.8144682863507,6
"5848","Tom","Brady","NEP","QB",42,19,"QB","robust",17.3810032501856,15,0.23237696330898,1.27444296,14.9804,22.8144682863507,6
"5848","Tom","Brady","NEP","QB",42,19,"QB","weighted",17.1905828557638,8,0.157355704425555,1.25840130710932,14.59,18.2830975,6
"6589","Josh","McCown","PHI","QB",40,17,"QB","average",4.45880555555556,49,1.22774,6.80257237365141,0.0994444444444444,12.7676,14
"6589","Josh","McCown","PHI","QB",40,17,"QB","robust",0.979916666666667,59,0.0261738095238093,0.4418148,0.0994444444444444,12.7676,14
"6589","Josh","McCown","PHI","QB",40,17,"QB","weighted",0.733448087431694,54,0.0850399817706069,0.489467395118496,0,0.88627136627907,14
"6997","Jason","Witten","DAL","TE",37,16,"TE","average",5.93225,11,0.7119375,3.04361157356097,3.5105,11.07,4
"6997","Jason","Witten","DAL","TE",37,16,"TE","robust",4.83175,13,0.118606958762887,0.81543,3.5105,11.07,4
"6997","Jason","Witten","DAL","TE",37,16,"TE","weighted",5.2452251202242,11,0.149530981479714,2.42962393477013,3.22,8.47420263852243,4
"7391","Eli","Manning","NYG","QB",38,15,"QB","average",6.57814666666667,48,2.615595,10.2260932338507,0.135,20.749,14
"7391","Eli","Manning","NYG","QB",38,15,"QB","robust",2.98233333333333,48,1.04967884615385,0.50512182,0.135,20.749,14
"7391","Eli","Manning","NYG","QB",38,15,"QB","weighted",2.11600542382912,38,0.282606541663104,2.28574170456203,0,4.07667278287462,14
"7393","Larry","Fitzgerald","ARI","WR",36,15,"WR","average",7.15875,43,0.179348214285715,2.86689313854862,5.473,11.687,5
"7393","Larry","Fitzgerald","ARI","WR",36,15,"WR","robust",6.514,49,0.27275,0.555974999999999,5.473,11.687,5
"7393","Larry","Fitzgerald","ARI","WR",36,15,"WR","weighted",6.15899566166305,52,0.307151806462687,0.656255577462212,5.2,6.93144040697674,5
"7394","Philip","Rivers","LAC","QB",38,15,"QB","average",14.3894236443381,29,0.254394321431937,2.65939087668717,11.9084,18.4679915789474,10
"7394","Philip","Rivers","LAC","QB",38,15,"QB","robust",14.2877894736842,27,0.02322786713985,1.85325,11.9084,18.4679915789474,10
"7394","Philip","Rivers","LAC","QB",38,15,"QB","weighted",13.6502217280364,26,1.22166375415194,1.60652962931726,11.874,15.6606152583587,10
"7401","Ben","Roethlisberger","PIT","QB",37,15,"QB","average",19.76,8,0.787115261073275,13.9724299962462,0.988000000000001,18.772,4
"7401","Ben","Roethlisberger","PIT","QB",37,15,"QB","robust",19.76,8,0.989822754087697,14.648088,0.988000000000001,18.772,4
"7401","Ben","Roethlisberger","PIT","QB",37,15,"QB","weighted",0,70,0,NA,0,0,4
"7422","Ben","Watson","NEP","TE",39,15,"TE","average",2.699,30,0.306809523809524,0.75903411366966,1.647,3.59705,7
"7422","Ben","Watson","NEP","TE",39,15,"TE","robust",2.7325,30,0.307375,0.8176539,1.647,3.59705,7
"7422","Ben","Watson","NEP","TE",39,15,"TE","weighted",2.8623203236554,28,0.0380243194683505,0.695256777363332,1.92,3.635232875,7
"7480","Matt","Schaub","ATL","QB",38,15,"QB","average",1.19545,64,0.156980555555556,1.01657653327234,0.08116,2.2956,15
"7480","Matt","Schaub","ATL","QB",38,15,"QB","robust",1.1252,55,0.0222375000000001,0.50734572,0.08116,2.2956,15
"7480","Matt","Schaub","ATL","QB",38,15,"QB","weighted",1.32655083100137,44,0.102332068321371,1.1580154173483,0,2.27067278287462,15
"7813","Alex","Smith","WAS","QB",35,14,"QB","average",20.3,7,0.782352592968625,14.3542676580869,1.015,19.285,4
"7813","Alex","Smith","WAS","QB",35,14,"QB","robust",20.3,6,0.367118581038838,15.04839,1.015,19.285,4
"7813","Alex","Smith","WAS","QB",35,14,"QB","weighted",0,70,0,NA,0,0,4
"7836","Aaron","Rodgers","GBP","QB",36,14,"QB","average",18.6704746637907,10,0.318816578430049,0.914751043174152,17.52103,19.8,5
"7836","Aaron","Rodgers","GBP","QB",36,14,"QB","robust",18.572,10,0.0711499999999994,1.0808154,17.52103,19.8,5
"7836","Aaron","Rodgers","GBP","QB",36,14,"QB","weighted",18.8039291339406,5,0.989110589252231,0.930602228875925,17.3762,19.8065435356201,5
"7877","Frank","Gore","BUF","RB",36,14,"RB","average",6.13320347583933,51,0.0973679560096059,3.64835695803207,4.3727,12.0201110938262,8
"7877","Frank","Gore","BUF","RB",36,14,"RB","robust",5.03820491299728,60,0.188204912997281,0.659757,4.3727,12.0201110938262,8
"7877","Frank","Gore","BUF","RB",36,14,"RB","weighted",4.90049865612979,46,0.268392441552852,0.650859454569999,4.358,5.87620361702829,8
"7942","Darren","Sproles","PHI","RB",36,14,"RB","average",1.6,110,0.0510746638680253,1.13137084989848,0.0800000000000001,1.52,NA
"7942","Darren","Sproles","PHI","RB",36,14,"RB","robust",1.6,110,0.0407185013513853,1.18608,0.0800000000000001,1.52,NA
"7942","Darren","Sproles","PHI","RB",36,14,"RB","weighted",0,127,NA,NA,0,0,NA
"8062","Ryan","Fitzpatrick","MIA","QB",37,14,"QB","average",12.7515180148442,39,1.83070551484423,2.26489102915253,10.3415976879709,16.3005059892191,11
"8062","Ryan","Fitzpatrick","MIA","QB",37,14,"QB","robust",12.5891380081266,39,1.73416925812657,2.0689683,10.3415976879709,16.3005059892191,11
"8062","Ryan","Fitzpatrick","MIA","QB",37,14,"QB","weighted",12.1236435046411,28,1.31246870159438,1.63813511013975,10.0193810584168,14.2835915197568,11
"8247","Vernon","Davis","WAS","TE",35,13,"TE","average",0,89,0,NA,0,0,15
"8247","Vernon","Davis","WAS","TE",35,13,"TE","robust",0,89,0,0,0,0,15
"8247","Vernon","Davis","WAS","TE",35,13,"TE","weighted",0,89,0,NA,0,0,15
"8269","Marcedes","Lewis","GBP","TE",35,13,"TE","average",1.42214285714286,49,0.104142857142857,1.09006192484647,0.2225,2.953,10
"8269","Marcedes","Lewis","GBP","TE",35,13,"TE","robust",1.16275,53,0.0815000000000001,0.6938568,0.2225,2.953,10
"8269","Marcedes","Lewis","GBP","TE",35,13,"TE","weighted",1.18209059233449,52,0.0369273895695179,0.968609013747461,0.047,2.33968604651163,10
"8416","Delanie","Walker","TEN","TE",35,13,"TE","average",0,89,NA,NA,0,0,15
"8416","Delanie","Walker","TEN","TE",35,13,"TE","robust",0,89,NA,0,0,0,15
"8416","Delanie","Walker","TEN","TE",35,13,"TE","weighted",0,89,NA,NA,0,0,15
"8658","Adrian","Peterson","WAS","RB",34,12,"RB","average",6.96673357094469,45,0.127518755767297,4.83325950754951,3.83495,14.5668753547304,7
"8658","Adrian","Peterson","WAS","RB",34,12,"RB","robust",5.77060113007104,53,0.182574878472744,0.99813379824376,3.83495,14.5668753547304,7
"8658","Adrian","Peterson","WAS","RB",34,12,"RB","weighted",5.23737553234574,44,0.277688817743413,1.17973821750763,3.633,6.54611604064932,7
"8670","Marshawn","Lynch","FA","RB",33,12,"RB","average",15.9,3,0.370233660870054,NA,15.9,15.9,2
"8670","Marshawn","Lynch","FA","RB",33,12,"RB","robust",15.9,3,0.541288318262067,0,15.9,15.9,2
"8670","Marshawn","Lynch","FA","RB",33,12,"RB","weighted",NA,NA,NA,NA,15.9,15.9,2
"8673","Ted","Ginn Jr.","NOS","WR",34,12,"WR","average",4.42575,68,0.250416666666667,1.04881225338816,2.775,5.60025,7
"8673","Ted","Ginn Jr.","NOS","WR",34,12,"WR","robust",4.497,66,0.157500000000001,0.800604000000001,2.775,5.60025,7
"8673","Ted","Ginn Jr.","NOS","WR",34,12,"WR","weighted",4.65927185550816,62,0.0813742165965889,0.927898801474405,3.1,5.62189171511628,7
"8687","Greg","Olsen","CAR","TE",34,12,"TE","average",7.57333333333333,8,1.09483333333333,2.4400432600901,5.49,11.74,3
"8687","Greg","Olsen","CAR","TE",34,12,"TE","robust",6.9325,8,0.780500000000001,1.33434,5.49,11.74,3
"8687","Greg","Olsen","CAR","TE",34,12,"TE","weighted",7.06584816132859,8,0.544479593882413,2.12059833331168,5.35,10.1320712401055,3
"8712","Drew","Stanton","CLE","QB",35,12,"QB","average",0,84,0,NA,0,0,15
"8712","Drew","Stanton","CLE","QB",35,12,"QB","robust",0,84,0,0,0,0,15
"8712","Drew","Stanton","CLE","QB",35,12,"QB","weighted",0,70,0,NA,0,0,15
"8910","Clark","Harris","CIN","TE",35,12,"TE","average",0.007,87,0.005,NA,0.007,0.007,15
"8910","Clark","Harris","CIN","TE",35,12,"TE","robust",0.007,87,0.005,0,0.007,0.007,15
"8910","Clark","Harris","CIN","TE",35,12,"TE","weighted",0.007,87,0.005,Inf,0.007,0.007,15
"8944","Matt","Moore","KCC","QB",35,12,"QB","average",1.42666666666667,62,0.171316666666667,1.1638113750375,0.0830999999999999,2.43415,15
"8944","Matt","Moore","KCC","QB",35,12,"QB","robust",1.48975,52,0.1640875,0.7086828,0.0830999999999999,2.43415,15
"8944","Matt","Moore","KCC","QB",35,12,"QB","weighted",1.80347093889717,40,0.236727007332402,1.36335377688278,0,2.41021880733945,15
"9054","Jamaal","Charles","FA","RB",33,11,"RB","average",14.6,8,0.35,NA,14.6,14.6,3
"9054","Jamaal","Charles","FA","RB",33,11,"RB","robust",14.6,7,0.199517735059915,0,14.6,14.6,3
"9054","Jamaal","Charles","FA","RB",33,11,"RB","weighted",NA,NA,NA,NA,14.6,14.6,3
"9064","Joe","Flacco","DEN","QB",34,11,"QB","average",16.38,20,0.127048805147702,11.5824090758356,0.819000000000001,15.561,8
"9064","Joe","Flacco","DEN","QB",34,11,"QB","robust",16.38,21,0.129124999999998,12.142494,0.819000000000001,15.561,8
"9064","Joe","Flacco","DEN","QB",34,11,"QB","weighted",0,70,0,NA,0,0,8
"9073","Chad","Henne","KCC","QB",34,11,"QB","average",2.99583333333333,51,0.392651041666667,4.3934446116408,0.00866666666666666,8.348,15
"9073","Chad","Henne","KCC","QB",34,11,"QB","robust",0.86,65,0.017375,1.21079,0.00866666666666666,8.348,15
"9073","Chad","Henne","KCC","QB",34,11,"QB","weighted",0.462011922503726,60,0.110220685122666,0.48208029890161,0,0.732870639534884,15
"9075","DeSean","Jackson","PHI","WR",33,11,"WR","average",0,169,NA,NA,0,0,12
"9075","DeSean","Jackson","PHI","WR",33,11,"WR","robust",0,169,NA,0,0,0,12
"9075","DeSean","Jackson","PHI","WR",33,11,"WR","weighted",0,167,NA,NA,0,0,12
"9099","Matt","Ryan","ATL","QB",34,11,"QB","average",16.6498168917725,18,0.210598921485463,2.0225263647722,15.1136,19.9913160185058,7
"9099","Matt","Ryan","ATL","QB",34,11,"QB","robust",16.3955836959675,20,0.034708695967506,1.59652496805048,15.1136,19.9913160185058,7
"9099","Matt","Ryan","ATL","QB",34,11,"QB","weighted",16.2623371291406,13,0.442977407325245,0.932025536683776,15.2,17.4772757009346,7
"9101","Jonathan","Stewart","FA","RB",32,11,"RB","average",4,72,0.0959937501840673,NA,4,4,14
"9101","Jonathan","Stewart","FA","RB",32,11,"RB","robust",4,72,0.170756494428665,0,4,4,14
"9101","Jonathan","Stewart","FA","RB",32,11,"RB","weighted",NA,NA,NA,NA,4,4,14
"9200","Matt","Slater","NEP","WR",34,11,"WR","average",0,169,NA,0,0,0,12
"9200","Matt","Slater","NEP","WR",34,11,"WR","robust",0,169,NA,0,0,0,12
"9200","Matt","Slater","NEP","WR",34,11,"WR","weighted",0,167,NA,0,0,0,12
"9308","Danny","Amendola","DET","WR",34,11,"WR","average",4.470125,67,0.1625,0.798062642994181,3.43625,5.4837,8
"9308","Danny","Amendola","DET","WR",34,11,"WR","robust",4.4225,67,0.175125,1.0467156,3.43625,5.4837,8
"9308","Danny","Amendola","DET","WR",34,11,"WR","weighted",4.2788310328415,68,0.13599732595512,0.734324242186006,3.34,5.07816838905775,8
"9431","Matthew","Stafford","DET","QB",31,10,"QB","average",22.52,4,1.88866401779936,15.9240447123211,1.126,21.394,2
"9431","Matthew","Stafford","DET","QB",31,10,"QB","robust",22.52,4,1.94,16.694076,1.126,21.394,2
"9431","Matthew","Stafford","DET","QB",31,10,"QB","weighted",0,70,0,NA,0,0,2
"9448","LeSean","McCoy","KCC","RB",31,10,"RB","average",10.7644821551999,25,0.361034494230246,3.32268079326572,8.49887251419134,16.4971011092556,5
"9448","LeSean","McCoy","KCC","RB",31,10,"RB","robust",9.69927994959663,27,0.0676937492339533,0.751101014942748,8.49887251419134,16.4971011092556,5
"9448","LeSean","McCoy","KCC","RB",31,10,"RB","weighted",9.86643216106693,22,0.370397572001197,1.94647582028409,8.36,12.5384129287599,5
"9474","Jared","Cook","NOS","TE",32,10,"TE","average",8.48722222222222,4,0.262416666666667,2.11081681135789,6.25,11.468,2
"9474","Jared","Cook","NOS","TE",32,10,"TE","robust",8.79,3,0.234749999999998,2.550072,6.25,11.468,2
"9474","Jared","Cook","NOS","TE",32,10,"TE","weighted",8.3777034400949,5,0.498575552570537,2.34317459216195,6.15,11.5064881266491,2
"9662","Julian","Edelman","NEP","WR",33,10,"WR","average",11.0062777777778,10,0.220461111111112,2.21334370604999,8.292,14.244,3
"9662","Julian","Edelman","NEP","WR",33,10,"WR","robust",11.2655,8,0.127118732771931,2.060814,8.292,14.244,3
"9662","Julian","Edelman","NEP","WR",33,10,"WR","weighted",11.0910169088173,11,0.481769977836841,2.52996152849518,7.66,14.3030593667546,3
"9706","Chase","Daniel","CHI","QB",33,10,"QB","average",1.0882,65,0.134055555555556,0.63925856896877,0.1404,1.6096,15
"9706","Chase","Daniel","CHI","QB",33,10,"QB","robust",1.246325,54,0.1296375,0.14944608,0.1404,1.6096,15
"9706","Chase","Daniel","CHI","QB",33,10,"QB","weighted",1.22003070870371,46,0.188132578339222,0.743767100148896,0,1.59673547400612,15
